Customer_ID,Credit_Utilization_Ratio,Debt_to_Income_Ratio,Loan_Purpose,Default_Status
CUST_07850,0.11,1.7,Education,No
CUST_07851,0.37,1.52,Auto,No
CUST_07852,0.73,,Personal,Yes
CUST_07853,0.81,1.27,Personal,No
CUST_07854,0.37,0.98,Home,No
CUST_07855,2.812539785,0.27,Education,No
CUST_07856,0.48,1.99,Auto,No
CUST_07857,0.47,1.15,Business,No
CUST_07858,0.31,1.43,Personal,Yes
CUST_07859,,0.87,Education,Yes
CUST_07860,0.28,1.14,Education,No
CUST_07861,0.15,1.89,Personal,No
CUST_07862,0.28,0.42,Home,No
CUST_07863,0.11,,Education,No
CUST_07864,0.66,0.39,Auto,No
CUST_07865,0.38,1.61,Business,No
CUST_07866,0.98,0.22,Business,No
CUST_07867,0.27,,Personal,No
CUST_07868,0.41,0.67,Education,No
CUST_07869,0.42,1.08,Business,No
CUST_07870,0.11,0.87,Education,Yes
CUST_07871,0.86,0.19,Personal,Yes
CUST_07872,0.13,1.92,Home,No
CUST_07873,0.95,1.91,Business,No
CUST_07874,0.9,0.63,Auto,No
CUST_07875,0.58,1.49,Personal,No
CUST_07876,0.59,1.2,Home,Yes
CUST_07877,0.69,0.55,Auto,No
CUST_07878,0.45,0.6,Auto,No
CUST_07879,,1.03,Business,No
CUST_07880,0.14,0.9,Education,No
CUST_07881,0.15,0.65,Personal,Yes
CUST_07882,0.51,1.63,Auto,No
CUST_07883,0.59,,Business,No
CUST_07884,0.9,1.34,Home,No
CUST_07885,0.19,0.46,Auto,No
CUST_07886,0.84,1.11,,No
CUST_07887,0.29,0.7,Personal,Yes
CUST_07888,0.45,1.1,Business,No
CUST_07889,0.38,7.03102508,Home,No
CUST_07890,0.46,1.56,Education,Yes
CUST_07891,0.24,0.77,Home,No
CUST_07892,0.55,1.42,Home,Yes
CUST_07893,0.82,1.89,Business,Yes
CUST_07894,0.5,1.29,Business,Yes
CUST_07895,0.54,0.38,Auto,No
CUST_07896,0.86,1.39,,Yes
CUST_07897,0.74,0.3,Home,No
CUST_07898,0.54,1.76,Business,No
CUST_07899,0.33,1.08,Education,No
CUST_07900,0.9,,Business,Yes
CUST_07901,0.62,0.21,Education,No
CUST_07902,0.3,0.82,Business,No
CUST_07903,0.34,1.82,Personal,No
CUST_07904,0.82,0.14,Home,No
CUST_07905,0.14,1,Education,Yes
CUST_07906,0.99,1.87,Personal,No
CUST_07907,0.22,0.85,Education,No
CUST_07908,0.82,0.91,Auto,Yes
CUST_07909,0.46,1.2,Auto,No
CUST_07910,0.54,0.98,Home,No
CUST_07911,0.89,0.42,Personal,No
CUST_07912,0.47,0.14,Personal,No
CUST_07913,0.58,1.26,Auto,No
CUST_07914,0.14,1.85,Home,No
CUST_07915,0.1,0.3,,No
CUST_07916,0.32,0.5,Personal,No
CUST_07917,0.71,0.8,Education,No
CUST_07918,0.21,1.64,Personal,No
CUST_07919,0.2,0.61,Home,No
CUST_07920,0.47,5.113787359,Personal,No
CUST_07921,0.68,0.2,Business,No
CUST_07922,0.74,1.89,Personal,Yes
CUST_07923,0.26,1.17,Business,Yes
CUST_07924,0.17,1.35,Auto,No
CUST_07925,0.95,0.8,Business,No
CUST_07926,0.33,1.59,Personal,No
CUST_07927,0.87,0.42,Personal,No
CUST_07928,0.88,0.19,Personal,No
CUST_07929,0.8,0.85,Home,Yes
CUST_07930,0.25,1.72,Auto,No
CUST_07931,0.84,1.53,Business,No
CUST_07932,0.79,1.08,Education,Yes
CUST_07933,0.64,1.19,Business,Yes
CUST_07934,0.4,,Personal,No
CUST_07935,0.34,1.7,Education,No
CUST_07936,,1.6,Education,No
CUST_07937,0.56,1.35,Business,No
CUST_07938,0.63,0.99,Business,No
CUST_07939,0.42,1.93,Business,No
CUST_07940,0.53,1.77,Business,No
CUST_07941,0.43,1.32,Auto,No
CUST_07942,0.68,0.81,Home,No
CUST_07943,0.91,1.27,Home,No
CUST_07944,0.25,1.19,Business,No
CUST_07945,0.44,0.85,Home,No
CUST_07946,0.23,0.68,Business,No
CUST_07947,0.66,0.87,Business,Yes
CUST_07948,0.76,1.19,Business,Yes
CUST_07949,,0.91,Auto,Yes
CUST_07950,0.35,0.6,Personal,Yes
CUST_07951,0.96,1.55,Home,No
CUST_07952,0.16,1.11,Home,No
CUST_07953,0.64,0.23,Auto,Yes
CUST_07954,0.15,0.8,Auto,No
CUST_07955,0.9,1.78,Business,No
CUST_07956,0.58,1.53,Business,Yes
CUST_07957,0.7,0.71,Personal,No
CUST_07958,0.85,1.88,Home,No
CUST_07959,0.24,0.25,Auto,No
CUST_07960,0.13,1.93,Personal,No
CUST_07961,0.89,0.57,Home,No
CUST_07962,0.38,0.12,Personal,No
CUST_07963,0.22,0.92,Personal,No
CUST_07964,0.52,0.78,Business,No
CUST_07965,0.64,1.12,Personal,No
CUST_07966,0.13,1.61,Business,No
CUST_07967,0.35,1.7,Home,No
CUST_07968,0.13,0.86,Home,No
CUST_07969,0.48,0.92,Business,No
CUST_07970,0.91,0.38,Education,No
CUST_07971,0.98,0.19,Personal,No
CUST_07972,0.67,1.32,Home,Yes
CUST_07973,0.25,0.22,Personal,No
CUST_07974,0.92,1.49,,No
CUST_07975,0.56,1.12,Personal,No
CUST_07976,0.24,0.48,Education,No
CUST_07977,0.93,1.13,Auto,Yes
CUST_07978,0.78,0.45,Education,No
CUST_07979,0.76,0.93,Home,No
CUST_07980,0.74,1.62,Business,Yes
CUST_07981,0.28,0.98,Business,No
CUST_07982,0.29,0.38,Personal,No
CUST_07983,0.72,1.48,Auto,No
CUST_07984,0.3,0.45,Personal,Yes
CUST_07985,0.49,1.5,Education,No
CUST_07986,0.8,1.01,Business,No
CUST_07987,0.81,0.96,Education,No
CUST_07988,0.51,1.72,Business,No
CUST_07989,0.81,1.45,Business,No
CUST_07990,0.85,0.16,Business,No
CUST_07991,0.69,0.66,,No
CUST_07992,0.31,1.75,Education,No
CUST_07993,0.35,,Personal,No
CUST_07994,0.38,1.14,Auto,No
CUST_07995,0.21,1.48,Personal,No
CUST_07996,0.35,1.28,Education,No
CUST_07997,0.29,,Auto,No
CUST_07998,0.51,1.48,Personal,No
CUST_07999,0.92,1.41,Auto,No
CUST_08000,0.19,1.66,Education,No
CUST_08001,0.75,1.33,Business,Yes
CUST_08002,0.72,,Education,No
CUST_08003,0.19,1,Home,No
CUST_08004,0.93,1.46,Auto,No
CUST_08005,0.61,1.76,Education,No
CUST_08006,0.43,0.62,Business,No
CUST_08007,0.78,0.75,Business,No
CUST_08008,0.33,1.87,Education,Yes
CUST_08009,0.72,1.2,Personal,No
CUST_08010,0.14,0.44,Education,No
CUST_08011,0.86,1.36,Business,No
CUST_08012,0.5,1.98,Education,No
CUST_08013,0.67,1.66,Home,No
CUST_08014,0.3,1.52,Personal,No
CUST_08015,0.71,0.5,Education,No
CUST_08016,0.8,1.76,Business,No
CUST_08017,0.53,1.1,,No
CUST_08018,,1.79,Education,No
CUST_08019,0.51,0.73,Auto,No
CUST_08020,0.9,0.22,Education,No
CUST_08021,0.55,1,Home,Yes
CUST_08022,0.86,0.61,Business,No
CUST_08023,0.82,1.46,Auto,No
CUST_08024,0.47,,Education,No
CUST_08025,0.31,1.41,Personal,No
CUST_08026,0.47,1.79,Home,No
CUST_08027,0.84,0.96,Home,No
CUST_08028,0.3,1.57,Home,Yes
CUST_08029,0.57,1.7,,No
CUST_08030,0.83,1.45,Education,No
CUST_08031,0.42,1.06,Home,No
CUST_08032,0.68,1.29,Education,No
CUST_08033,0.32,1.43,Personal,No
CUST_08034,0.2,0.58,Education,No
CUST_08035,0.81,1.64,Education,No
CUST_08036,0.19,1.91,Education,No
CUST_08037,0.34,0.98,,No
CUST_08038,0.87,1.43,Auto,No
CUST_08039,0.41,1.5,Education,No
CUST_08040,0.98,1.36,Home,No
CUST_08041,0.98,1.14,Business,Yes
CUST_08042,,1.78,Education,Yes
CUST_08043,0.14,0.95,Business,No
CUST_08044,0.73,0.22,Auto,No
CUST_08045,0.51,1.7,Business,No
CUST_08046,0.19,1.38,Home,No
CUST_08047,0.74,1.71,Education,No
CUST_08048,0.13,0.36,Home,No
CUST_08049,0.88,0.16,Personal,Yes
CUST_08050,0.22,1.88,Business,No
CUST_08051,0.21,0.38,Business,Yes
CUST_08052,0.26,1.64,Business,No
CUST_08053,0.96,1.66,Auto,No
CUST_08054,0.72,1.45,Home,No
CUST_08055,0.82,0.35,Personal,No
CUST_08056,0.46,1.37,Auto,No
CUST_08057,0.4,,Auto,No
CUST_08058,0.31,0.91,Education,No
CUST_08059,0.53,0.89,Personal,No
CUST_08060,0.6,0.94,,No
CUST_08061,0.67,0.26,Business,No
CUST_08062,0.33,1.79,Education,Yes
CUST_08063,0.95,1.75,Business,No
CUST_08064,0.25,,Home,No
CUST_08065,,1.21,Business,No
CUST_08066,0.11,1.53,Home,No
CUST_08067,0.53,0.49,Education,No
CUST_08068,0.4,1.37,Education,No
CUST_08069,0.5,1.33,Home,No
CUST_08070,0.61,1.81,Business,No
CUST_08071,0.49,1.68,Education,No
CUST_08072,0.47,1.88,Education,Yes
CUST_08073,0.76,1.75,Home,No
CUST_08074,0.72,1.75,Education,Yes
CUST_08075,0.85,0.22,Business,No
CUST_08076,0.32,,Education,No
CUST_08077,0.65,1.25,Home,No
CUST_08078,0.63,0.82,Business,Yes
CUST_08079,0.43,0.21,Personal,No
CUST_08080,0.54,1.39,Home,No
CUST_08081,0.38,0.72,Personal,No
CUST_08082,0.23,0.99,Education,No
CUST_08083,0.29,1.4,Business,No
CUST_08084,0.19,,Education,No
CUST_08085,0.71,1.67,Business,Yes
CUST_08086,0.69,0.96,Auto,Yes
CUST_08087,0.96,0.84,Education,Yes
CUST_08088,0.76,,Education,No
CUST_08089,0.15,0.81,Education,No
CUST_08090,0.9,4.384913231,Home,No
CUST_08091,0.88,1.95,Business,No
CUST_08092,0.5,6.559802096,Business,No
CUST_08093,0.63,0.34,Business,No
CUST_08094,0.98,0.77,Home,Yes
CUST_08095,0.58,1.14,Business,No
CUST_08096,0.91,1.11,Education,Yes
CUST_08097,0.17,0.17,Personal,No
CUST_08098,0.27,1.91,Auto,No
CUST_08099,0.5,6.82684588,Business,No
CUST_08100,0.63,0.13,Home,No
CUST_08101,0.83,,Home,No
CUST_08102,,1.2,Business,Yes
CUST_08103,0.45,0.36,Personal,No
CUST_08104,0.14,0.18,Business,No
CUST_08105,0.82,0.82,Home,No
CUST_08106,0.64,1.28,Auto,No
CUST_08107,0.28,0.31,Personal,No
CUST_08108,0.55,6.932307028,Business,No
CUST_08109,0.77,0.89,Auto,No
CUST_08110,0.79,0.4,Business,No
CUST_08111,0.55,1.06,Personal,No
CUST_08112,0.37,0.26,Home,No
CUST_08113,0.98,0.19,Personal,Yes
CUST_08114,0.7,1.09,Education,No
CUST_08115,0.47,0.57,Business,No
CUST_08116,0.35,0.28,Auto,No
CUST_08117,0.76,0.91,Auto,No
CUST_08118,0.32,1.84,Personal,No
CUST_08119,0.25,1.48,Personal,No
CUST_08120,0.58,1.65,Personal,No
CUST_08121,0.36,1.76,Auto,No
CUST_08122,0.67,1.95,Home,Yes
CUST_08123,0.21,1.55,,No
CUST_08124,0.69,1.26,Home,No
CUST_08125,0.35,0.79,Personal,No
CUST_08126,0.1,0.45,Education,No
CUST_08127,0.21,1.4,Auto,Yes
CUST_08128,0.94,,Personal,Yes
CUST_08129,0.88,0.99,Auto,Yes
CUST_08130,0.31,1.47,Personal,No
CUST_08131,0.8,1.04,Auto,No
CUST_08132,0.65,0.92,Business,No
CUST_08133,0.97,,Auto,No
CUST_08134,0.44,1.06,Business,Yes
CUST_08135,0.71,0.8,Home,No
CUST_08136,0.16,1.52,Auto,No
CUST_08137,0.46,1.76,,Yes
CUST_08138,0.97,1.78,Education,No
CUST_08139,0.59,0.53,Business,No
CUST_08140,0.36,1.8,Auto,No
CUST_08141,0.21,0.75,Home,Yes
CUST_08142,0.73,0.69,Personal,No
CUST_08143,0.68,1.48,Home,Yes
CUST_08144,0.44,0.68,Auto,No
CUST_08145,0.96,0.2,Education,No
CUST_08146,0.12,0.81,,No
CUST_08147,0.37,1.47,Personal,No
CUST_08148,0.93,0.72,,No
CUST_08149,0.39,1.3,Auto,Yes
CUST_08150,,1.35,Auto,No
CUST_08151,0.58,1.49,Business,Yes
CUST_08152,0.84,1.8,Personal,Yes
CUST_08153,0.19,0.92,Home,No
CUST_08154,0.95,0.42,Home,Yes
CUST_08155,0.82,0.71,Home,No
CUST_08156,0.26,0.92,Business,No
CUST_08157,0.74,1.46,Business,No
CUST_08158,0.45,0.12,Personal,No
CUST_08159,0.46,0.7,Home,Yes
CUST_08160,0.8,1.58,Home,No
CUST_08161,0.97,1.37,Personal,Yes
CUST_08162,0.21,,Personal,No
CUST_08163,0.48,,Personal,Yes
CUST_08164,0.53,,Auto,No
CUST_08165,0.44,1.4,Personal,No
CUST_08166,0.43,0.94,Education,No
CUST_08167,0.15,1.97,Business,Yes
CUST_08168,1.89551148,1.18,Personal,No
CUST_08169,0.49,0.49,Auto,No
CUST_08170,0.28,0.66,Education,Yes
CUST_08171,0.83,1.42,Auto,Yes
CUST_08172,0.82,1.86,Auto,Yes
CUST_08173,0.54,0.44,Auto,No
CUST_08174,0.37,3.057825211,Auto,No
CUST_08175,0.67,1.77,Home,No
CUST_08176,0.36,1.84,,No
CUST_08177,0.31,0.63,Home,Yes
CUST_08178,0.76,0.82,Education,No
CUST_08179,0.14,1.35,Home,Yes
CUST_08180,0.19,0.73,Education,No
CUST_08181,0.11,1.77,Personal,No
CUST_08182,0.24,0.3,Education,Yes
CUST_08183,0.16,0.17,Home,No
CUST_08184,1,0.5,Home,No
CUST_08185,0.36,0.64,Education,No
CUST_08186,0.23,0.31,Home,No
CUST_08187,0.32,0.22,Education,No
CUST_08188,0.94,1.54,Auto,No
CUST_08189,,0.41,Business,No
CUST_08190,0.43,1.84,Education,No
CUST_08191,0.89,0.8,Auto,No
CUST_08192,0.46,1.37,,No
CUST_08193,0.4,0.53,Auto,Yes
CUST_08194,0.29,0.56,Auto,No
CUST_08195,0.44,1.19,Education,No
CUST_08196,0.39,1.17,Home,No
CUST_08197,0.71,5.994442709,Auto,No
CUST_08198,0.36,1.54,Personal,No
CUST_08199,0.62,1.37,Auto,Yes
CUST_08200,0.16,0.95,Home,No
CUST_08201,0.27,1.79,Home,No
CUST_08202,,1.28,Business,No
CUST_08203,0.94,1.98,Business,No
CUST_08204,0.44,1.66,Auto,No
CUST_08205,0.7,0.18,Auto,No
CUST_08206,0.33,0.71,Business,No
CUST_08207,0.21,5.314507549,Auto,No
CUST_08208,0.15,1.47,Personal,No
CUST_08209,0.37,1.15,Education,No
CUST_08210,,1.59,Business,No
CUST_08211,0.26,0.64,Business,No
CUST_08212,0.78,0.45,Home,No
CUST_08213,0.11,0.2,Auto,No
CUST_08214,0.6,1.19,Business,No
CUST_08215,0.44,1.41,Business,No
CUST_08216,0.56,0.72,Personal,Yes
CUST_08217,0.61,1.27,Auto,No
CUST_08218,0.38,0.2,Education,Yes
CUST_08219,0.37,0.29,Personal,No
CUST_08220,0.76,1.43,Education,No
CUST_08221,0.88,0.8,Home,No
CUST_08222,0.27,1.38,Business,No
CUST_08223,,1.68,Personal,No
CUST_08224,0.91,1.72,Education,No
CUST_08225,,,,Yes
CUST_08226,0.6,,Home,Yes
CUST_08227,0.42,1.49,Home,No
CUST_08228,0.21,1.57,Business,Yes
CUST_08229,0.63,1.59,Business,No
CUST_08230,0.57,0.53,Education,No
CUST_08231,0.28,0.47,Education,No
CUST_08232,0.51,1.22,Home,Yes
CUST_08233,0.82,1.51,Education,No
CUST_08234,0.63,0.71,Business,No
CUST_08235,,0.3,Home,No
CUST_08236,0.59,1.46,Home,Yes
CUST_08237,0.73,0.67,Auto,No
CUST_08238,0.81,0.42,Auto,No
CUST_08239,0.67,0.38,Education,No
CUST_08240,0.24,0.7,,No
CUST_08241,0.74,1.23,Business,No
CUST_08242,0.71,0.78,Business,No
CUST_08243,0.12,0.14,Auto,Yes
CUST_08244,0.47,0.28,Home,No
CUST_08245,0.4,0.65,Personal,No
CUST_08246,0.7,1.35,Personal,No
CUST_08247,0.29,0.29,Education,No
CUST_08248,0.63,1.17,Personal,No
CUST_08249,0.92,0.33,Personal,No
CUST_08250,0.82,0.5,Auto,No
CUST_08251,0.93,0.43,Home,No
CUST_08252,0.98,0.23,Business,No
CUST_08253,0.11,1.38,Auto,No
CUST_08254,0.66,0.98,Business,Yes
CUST_08255,0.47,1.68,Auto,No
CUST_08256,,0.29,,No
CUST_08257,0.33,0.37,Personal,No
CUST_08258,0.98,0.68,Business,Yes
CUST_08259,0.65,1.56,Auto,Yes
CUST_08260,0.81,0.68,Personal,No
CUST_08261,0.18,0.88,Education,No
CUST_08262,0.27,0.67,Business,No
CUST_08263,0.78,0.25,Auto,No
CUST_08264,0.12,1.88,Education,No
CUST_08265,0.84,1.14,Personal,No
CUST_08266,,1.6,Auto,No
CUST_08267,0.69,1.35,Personal,No
CUST_08268,0.43,1.08,Personal,Yes
CUST_08269,0.65,0.27,,No
CUST_08270,0.73,1.32,Business,No
CUST_08271,0.41,0.4,Education,No
CUST_08272,0.2,0.89,,No
CUST_08273,,1.3,Home,No
CUST_08274,0.63,,Auto,No
CUST_08275,0.57,1.4,Personal,No
CUST_08276,0.77,1.38,Auto,No
CUST_08277,0.56,0.38,Education,No
CUST_08278,0.48,0.76,Education,No
CUST_08279,0.46,0.18,Personal,No
CUST_08280,0.12,1.47,Business,No
CUST_08281,0.4,1.91,Personal,No
CUST_08282,0.98,0.6,,Yes
CUST_08283,0.89,0.27,Home,No
CUST_08284,0.4,1,Business,Yes
CUST_08285,0.63,1.73,Auto,No
CUST_08286,0.86,1.15,Business,No
CUST_08287,0.5,0.19,Personal,Yes
CUST_08288,0.12,,,No
CUST_08289,0.17,1.67,Personal,No
CUST_08290,0.56,,Personal,No
CUST_08291,0.97,1.85,Personal,Yes
CUST_08292,4.36094057,0.96,,No
CUST_08293,0.16,0.81,Personal,No
CUST_08294,0.27,0.98,Education,No
CUST_08295,0.79,,Education,No
CUST_08296,0.86,1.35,Home,Yes
CUST_08297,0.66,0.21,Auto,No
CUST_08298,0.68,1.92,Education,No
CUST_08299,0.13,0.38,Home,No
CUST_08300,0.85,,Business,No
CUST_08301,0.81,1.31,Auto,No
CUST_08302,0.33,0.46,Personal,No
CUST_08303,0.74,0.42,Personal,No
CUST_08304,0.29,1.75,Business,No
CUST_08305,0.14,0.9,Auto,No
CUST_08306,0.28,1.34,Education,No
CUST_08307,0.26,1.06,Auto,No
CUST_08308,0.4,1.48,Home,Yes
CUST_08309,0.48,1.01,Business,No
CUST_08310,0.56,0.65,Education,No
CUST_08311,0.53,0.79,Auto,No
CUST_08312,0.34,1.73,Auto,No
CUST_08313,0.13,0.99,Education,No
CUST_08314,0.64,0.51,Home,No
CUST_08315,0.46,,Home,No
CUST_08316,0.37,1.61,Auto,Yes
CUST_08317,0.88,0.21,Personal,No
CUST_08318,0.77,2,,No
CUST_08319,0.87,1.42,Home,No
CUST_08320,0.55,0.4,Home,No
CUST_08321,0.22,0.55,Home,No
CUST_08322,0.73,1.42,,No
CUST_08323,0.29,1.58,Personal,No
CUST_08324,0.5,0.55,Home,No
CUST_08325,0.16,0.59,Personal,No
CUST_08326,0.84,0.68,Auto,Yes
CUST_08327,0.21,1.24,Auto,No
CUST_08328,0.91,0.43,Business,No
CUST_08329,0.88,0.3,Personal,No
CUST_08330,0.52,1.39,Education,No
CUST_08331,0.77,1.58,Business,No
CUST_08332,0.66,1.05,Home,Yes
CUST_08333,0.82,0.79,Auto,No
CUST_08334,0.49,0.92,Auto,Yes
CUST_08335,0.81,0.84,Education,No
CUST_08336,0.52,1.92,Business,No
CUST_08337,0.95,1.56,Personal,No
CUST_08338,0.54,0.5,Auto,No
CUST_08339,0.52,0.83,Home,No
CUST_08340,0.81,1.13,Education,No
CUST_08341,,1.26,Education,Yes
CUST_08342,0.6,0.99,Education,Yes
CUST_08343,0.26,1.64,Home,No
CUST_08344,,1.56,Education,No
CUST_08345,0.97,1.06,Personal,No
CUST_08346,0.78,1.72,Personal,No
CUST_08347,0.83,1.53,Business,No
CUST_08348,0.13,1.58,Business,No
CUST_08349,0.52,1.92,Personal,No
CUST_08350,0.68,0.61,Home,No
CUST_08351,0.85,0.61,Business,No
CUST_08352,0.14,1.79,Education,No
CUST_08353,0.87,1.57,Personal,Yes
CUST_08354,0.59,1.86,Auto,No
CUST_08355,0.28,,Home,Yes
CUST_08356,0.39,1.29,Home,Yes
CUST_08357,0.35,0.37,Personal,No
CUST_08358,0.58,1.06,Auto,No
CUST_08359,0.15,0.4,Home,No
CUST_08360,0.24,0.34,Business,No
CUST_08361,0.83,0.12,Auto,Yes
CUST_08362,0.22,1.3,Education,No
CUST_08363,0.31,,Business,Yes
CUST_08364,0.51,0.3,Auto,No
CUST_08365,0.57,0.71,Personal,No
CUST_08366,0.79,0.42,Home,No
CUST_08367,0.5,1.89,Business,No
CUST_08368,0.81,0.71,Personal,No
CUST_08369,0.66,0.73,Auto,No
CUST_08370,0.2,1.7,Education,No
CUST_08371,0.24,1.33,Home,No
CUST_08372,0.49,,Home,Yes
CUST_08373,,1.31,Business,Yes
CUST_08374,0.77,1.9,Personal,No
CUST_08375,0.62,0.49,Auto,Yes
CUST_08376,0.45,1.98,,No
CUST_08377,0.25,1.68,Personal,Yes
CUST_08378,0.3,1.22,Home,Yes
CUST_08379,0.62,1.36,Personal,Yes
CUST_08380,0.48,1.33,Auto,No
CUST_08381,0.56,0.21,Personal,No
CUST_08382,0.25,0.51,Home,Yes
CUST_08383,0.7,1.93,Business,No
CUST_08384,0.87,1.12,Home,No
CUST_08385,0.33,0.82,Education,No
CUST_08386,0.54,1.55,Education,No
CUST_08387,,1.1,Personal,No
CUST_08388,0.4,0.13,Home,Yes
CUST_08389,0.64,,Home,No
CUST_08390,0.18,1.49,Auto,No
CUST_08391,0.65,0.41,Business,No
CUST_08392,0.18,1.92,Home,Yes
CUST_08393,0.96,0.53,Personal,No
CUST_08394,0.74,0.97,Auto,No
CUST_08395,0.81,0.32,Auto,No
CUST_08396,0.73,1.25,Personal,No
CUST_08397,0.63,0.81,Personal,No
CUST_08398,0.5,0.77,Home,No
CUST_08399,0.87,1.67,Home,No
CUST_08400,0.96,0.12,Auto,Yes
CUST_08401,0.55,,Auto,No
CUST_08402,0.94,1.19,,No
CUST_08403,0.62,1.97,Auto,No
CUST_08404,0.58,1.22,Personal,No
CUST_08405,0.51,0.21,Personal,Yes
CUST_08406,0.29,0.2,Business,No
CUST_08407,0.1,1.78,,No
CUST_08408,0.32,1.7,Education,No
CUST_08409,0.56,0.76,Personal,No
CUST_08410,0.44,1.27,Education,Yes
CUST_08411,0.5,1.03,Education,No
CUST_08412,3.364787449,1.94,Business,No
CUST_08413,0.42,1.9,Auto,Yes
CUST_08414,0.51,1.97,Auto,No
CUST_08415,0.22,1.75,Education,No
CUST_08416,0.14,1.83,Home,Yes
CUST_08417,0.8,,Business,No
CUST_08418,0.61,1.68,Education,No
CUST_08419,0.78,1.45,,Yes
CUST_08420,0.23,1.93,Home,No
CUST_08421,0.61,1.19,Business,No
CUST_08422,0.33,0.26,Auto,No
CUST_08423,0.31,1.24,Personal,Yes
CUST_08424,0.11,1.4,Home,Yes
CUST_08425,0.22,0.52,Personal,No
CUST_08426,0.38,0.85,Personal,No
CUST_08427,0.21,1.24,Business,Yes
CUST_08428,0.99,0.81,Auto,No
CUST_08429,0.38,0.81,Business,No
CUST_08430,0.22,0.35,Home,No
CUST_08431,0.28,1.89,Auto,No
CUST_08432,0.63,1.53,Education,No
CUST_08433,0.16,0.1,Auto,No
CUST_08434,0.88,1.55,Business,No
CUST_08435,0.97,1.51,Business,No
CUST_08436,0.32,0.12,Personal,No
CUST_08437,0.51,0.8,Education,No
CUST_08438,0.12,1.25,Auto,No
CUST_08439,0.68,0.96,Education,No
CUST_08440,0.47,1.58,Personal,No
CUST_08441,0.34,0.91,Education,No
CUST_08442,0.29,0.39,Education,No
CUST_08443,0.69,1.96,Auto,No
CUST_08444,0.47,0.56,Education,Yes
CUST_08445,0.26,1.46,Personal,No
CUST_08446,0.72,0.37,Home,Yes
CUST_08447,0.61,0.73,Home,No
CUST_08448,0.87,0.94,Business,No
CUST_08449,0.21,0.47,Home,Yes
CUST_08450,0.81,,Auto,No
CUST_08451,0.71,0.4,Business,No
CUST_08452,0.2,1.16,Home,No
CUST_08453,0.73,1.36,Home,No
CUST_08454,0.5,0.22,Business,No
CUST_08455,0.95,1.76,Auto,No
CUST_08456,0.23,0.45,Business,No
CUST_08457,0.68,0.53,Auto,No
CUST_08458,0.44,1.36,Auto,No
CUST_08459,0.96,0.99,Personal,No
CUST_08460,0.4,1.05,Home,No
CUST_08461,0.97,0.34,Home,No
CUST_08462,0.91,1.63,Education,No
CUST_08463,0.34,1.27,Business,No
CUST_08464,0.82,0.36,Personal,Yes
CUST_08465,1,0.81,Home,No
CUST_08466,,1.64,Education,No
CUST_08467,0.49,1.18,,No
CUST_08468,0.57,,Auto,No
CUST_08469,0.37,0.81,Home,No
CUST_08470,0.11,0.56,Business,Yes
CUST_08471,0.3,1.08,Personal,Yes
CUST_08472,0.35,1.7,,No
CUST_08473,0.5,0.93,Business,No
CUST_08474,0.25,7.888050018,Auto,Yes
CUST_08475,0.89,,Business,Yes
CUST_08476,0.73,1.19,Education,No
CUST_08477,0.18,1.18,Auto,No
CUST_08478,0.69,0.6,Education,No
CUST_08479,0.69,1.25,Home,No
CUST_08480,0.96,1.19,Education,No
CUST_08481,0.1,0.85,Business,No
CUST_08482,0.32,1.98,Home,Yes
CUST_08483,0.94,1.78,Home,No
CUST_08484,0.94,1.52,Personal,No
CUST_08485,0.75,1.12,Business,No
CUST_08486,0.79,0.98,Business,No
CUST_08487,0.18,,Auto,No
CUST_08488,0.56,0.68,Education,No
CUST_08489,0.31,1.57,Education,Yes
CUST_08490,0.26,0.96,Business,Yes
CUST_08491,0.83,1.78,Education,No
CUST_08492,0.22,0.38,Business,No
CUST_08493,0.52,1.07,Home,Yes
CUST_08494,0.94,1.33,Education,No
CUST_08495,0.27,1.08,Education,No
CUST_08496,0.98,1.79,Business,No
CUST_08497,0.99,1.98,Business,No
CUST_08498,0.6,0.32,Auto,No
CUST_08499,0.25,0.35,Education,No
CUST_08500,0.38,0.35,Personal,Yes
CUST_08501,0.48,1.39,Business,No
CUST_08502,0.38,,Personal,No
CUST_08503,0.35,1.49,Home,No
CUST_08504,0.98,0.87,Home,No
CUST_08505,0.24,1.29,Personal,Yes
CUST_08506,0.76,1.56,Home,No
CUST_08507,0.1,1.14,Personal,No
CUST_08508,0.64,1.13,Auto,No
CUST_08509,0.92,0.27,Auto,No
CUST_08510,0.36,0.88,Home,No
CUST_08511,0.27,1.14,Personal,No
CUST_08512,0.69,0.98,Personal,No
CUST_08513,0.74,1.81,Personal,No
CUST_08514,0.72,1.82,Home,No
CUST_08515,0.39,1.66,,No
CUST_08516,0.33,0.81,Business,No
CUST_08517,0.96,1.46,Personal,Yes
CUST_08518,0.93,0.85,Business,No
CUST_08519,0.51,0.54,Auto,No
CUST_08520,0.86,0.75,Business,Yes
CUST_08521,0.51,0.23,Auto,No
CUST_08522,0.48,0.73,Home,No
CUST_08523,0.24,0.98,Auto,No
CUST_08524,0.48,1.92,Auto,No
CUST_08525,0.58,0.7,Personal,No
CUST_08526,0.12,1.81,Education,No
CUST_08527,0.5,0.53,Auto,No
CUST_08528,0.8,0.46,Business,No
CUST_08529,0.71,1.09,Home,No
CUST_08530,0.67,1.38,Business,No
CUST_08531,0.92,0.18,Home,Yes
