Customer_ID,Credit_Utilization_Ratio,Debt_to_Income_Ratio,Loan_Purpose,Default_Status,Payment_History,Employment_Status,Income_Details,Previous_Loans,Loan_Amount,Term_Length(months),Demographic_Data,Age
CUST_07663,0.8,1.95,Business,No,666.3547334,Self-Employed,4042681,1,828091,36,Rural,89
CUST_07664,0.55,1.98,Personal,Yes,733.1420547,Retired,6310407,1,990688,36,Rural,41
CUST_07665,0.42,1.34,Education,No,744.6594174,Self-Employed,3857176,4,1675521,48,Rural,59
CUST_07666,0.35,0.34,Auto,Yes,,Unemployed,4297076,3,,,Urban,32
CUST_07667,0.68,1.06,Personal,No,648.515188,Student,4091402,0,1758521,24,Urban,48
CUST_07668,0.72,1.11,Education,No,675.7991438,Self-Employed,3521524,2,2508426,48,,
CUST_07669,0.88,1.08,Business,Yes,699.7963581,Student,2635997,,1408842,60,Rural,43
CUST_07670,0.41,1.18,Personal,No,697.9370174,Unemployed,3528247,2,208081,12,Suburban,35
CUST_07671,0.79,0.14,Auto,No,737.4872738,Student,4744114,4,,,Urban,39
CUST_07672,0.61,1.45,Education,No,599.2549384,Retired,4916588,2,1123239,24,Rural,33
CUST_07673,0.89,1.45,Business,No,716.7163527,Unemployed,5576438,0,2676916,48,Rural,43
CUST_07674,0.58,0.32,Business,No,685.5009323,Self-Employed,5872001,1,937817,12,Suburban,43
CUST_07675,0.57,1.18,Personal,No,658.0749692,Self-Employed,5063830,0,816637,48,Urban,52
CUST_07676,0.62,1.18,Education,No,,,,3,,,,
CUST_07677,0.77,1.4,Business,No,1033.909675,Employed,5217463,2,1117844,24,Rural,41
CUST_07678,0.97,0.26,Personal,No,519.9457448,Student,3193923,2,496838,36,Rural,30
CUST_07679,0.17,1.29,Home,No,664.9355215,Self-Employed,5039843,1,820372,60,,
CUST_07680,0.15,0.63,Business,No,656.2092588,Retired,4579774,3,,,Urban,43
CUST_07681,,1.06,Personal,No,726.6391605,,,1,2132104,24,Rural,37
CUST_07682,0.58,1.57,,No,659.7236659,Unemployed,4580189,7,243854,12,Suburban,38
CUST_07683,0.65,1.44,Personal,Yes,689.24431,Retired,5009797,1,1860113,60,Urban,47
CUST_07684,0.53,0.33,Business,No,777.1138314,Unemployed,4313676,1,1312562,12,Rural,24
CUST_07685,0.18,1.22,Home,No,749.717576,Unemployed,5799791,1,633124,12,Suburban,39
CUST_07686,0.79,1.94,Personal,No,745.11357,,,2,965954,24,Suburban,48
CUST_07687,0.77,0.4,Education,No,1012.509568,Student,5653379,2,1571356,60,Urban,21
CUST_07688,0.38,1.72,Home,Yes,727.151614,Employed,6129301,,971847,60,Urban,27
CUST_07689,0.38,1.43,,No,,Unemployed,4072229,1,-283113,48,,
CUST_07690,0.85,1.57,Education,No,690.1953395,Self-Employed,4011307,2,1197607,24,Rural,24
CUST_07691,0.17,0.64,Home,No,720.4842672,Student,6005216,,1021979,60,Rural,52
CUST_07692,0.89,0.65,Personal,No,670.1503206,Student,3606931,2,2341181,36,Urban,67
CUST_07693,0.33,1.82,Business,Yes,774.6501552,Unemployed,4442575,0,1730965,24,Suburban,37
CUST_07694,0.63,0.78,Home,Yes,691.993493,Self-Employed,3958187,2,1086553,60,Suburban,61
CUST_07695,0.94,0.22,,No,730.9180283,Retired,3331537,4,1405439,48,Urban,53
CUST_07696,0.71,1.24,Education,Yes,772.780024,Student,5184927,2,1235289,12,Rural,63
CUST_07697,0.47,0.34,Personal,No,751.5826887,Unemployed,4231921,0,2044207,48,Rural,49
CUST_07698,0.72,1.61,Business,No,629.5540449,Unemployed,3410304,2,659352,60,Suburban,44
CUST_07699,0.41,1.32,Education,No,722.2447948,Employed,5716874,1,2309807,12,,
CUST_07700,0.35,1.76,Home,No,,,,4,1182418,48,Urban,54
CUST_07701,1,1.59,Education,No,744.5931511,Retired,4381072,2,1660830,12,Suburban,16
CUST_07702,0.78,0.31,Education,No,644.3352583,Retired,5673465,2,1081075,48,Rural,27
CUST_07703,0.68,0.82,Education,Yes,667.1482381,Retired,5704258,2,974088,60,Urban,35
CUST_07704,,1.57,Home,No,749.7279118,,,2,543733,36,Suburban,28
CUST_07705,,0.89,Auto,No,661.9119815,Unemployed,3469317,1,1438141,12,Urban,45
CUST_07706,0.13,1.95,Education,No,685.0151972,Unemployed,4764864,20,1203085,24,Rural,33
CUST_07707,0.6,1.5,Auto,No,778.7937905,Unemployed,5007805,4,2173853,24,Urban,51
CUST_07708,0.79,0.13,Business,No,,Self-Employed,4014876,4,2376041,36,Rural,35
CUST_07709,0.58,1.77,Business,Yes,663.6612931,Retired,5033867,1,1109710,36,Urban,50
CUST_07710,0.86,0.29,Business,Yes,656.1191322,Self-Employed,2725222,3,466709,24,Rural,36
CUST_07711,0.13,0.37,Personal,No,716.6359665,Student,2382017,4,1184908,48,,
CUST_07712,3.883499652,1.5,Home,No,633.3425996,Student,3765461,1,1178849,12,Suburban,16
CUST_07713,0.31,1.74,Auto,No,687.6332018,Unemployed,5427951,1,1948176,12,Urban,28
CUST_07714,0.5,1.12,Personal,No,716.6615267,Student,5635949,1,1102904,12,Urban,36
CUST_07715,0.17,0.65,Auto,No,764.957491,,,3,1016252,60,,
CUST_07716,0.96,,Home,No,,Retired,6392494,3,-267592,48,Urban,49
CUST_07717,0.3,0.75,Education,Yes,664.2967441,Self-Employed,4677050,1,1203002,24,Rural,39
CUST_07718,0.93,0.72,Personal,Yes,,Unemployed,2637076,2,930928,60,Urban,67
CUST_07719,0.48,0.56,Home,No,,Employed,4942982,2,,,Urban,31
CUST_07720,0.99,1.26,Personal,No,638.2148489,Employed,6148972,3,144835,36,Suburban,29
CUST_07721,0.6,1.81,Business,No,1037.096898,Retired,3961507,1,1582395,36,Urban,43
CUST_07722,0.94,0.68,Personal,No,771.9084601,Self-Employed,5781448,2,1554673,60,Rural,23
CUST_07723,0.1,0.45,Education,No,708.2620025,Unemployed,6360788,1,988779,12,Urban,55
CUST_07724,0.77,1.69,Education,No,700.6260932,Retired,4615464,0,1237696,24,Suburban,32
CUST_07725,0.91,1.51,Auto,Yes,781.8605822,Self-Employed,3637226,4,1873476,24,Rural,42
CUST_07726,0.23,1.87,Personal,No,628.4322576,Employed,6022065,0,1251059,36,Rural,54
CUST_07727,0.19,0.41,Business,No,635.7200443,Unemployed,6017666,,1421458,48,Rural,25
CUST_07728,0.48,0.37,Education,No,619.2076765,Self-Employed,2998292,2,,,Urban,40
CUST_07729,0.94,1.13,Auto,Yes,718.6324093,Student,4438342,4,499992,24,Rural,2
CUST_07730,0.59,1.27,Business,No,708.3246564,,,5,1388756,24,Urban,29
CUST_07731,0.57,1.01,Business,No,777.1368184,Student,5531286,,-181687,48,Suburban,38
CUST_07732,0.23,1.24,Business,No,712.1737539,Retired,4204946,,1270979,60,,
CUST_07733,0.1,0.44,Home,Yes,679.792142,Self-Employed,3371543,5,1628626,36,Rural,31
CUST_07734,0.83,1.01,Education,No,700.0897436,Self-Employed,6520480,5,2193109,60,Suburban,46
CUST_07735,0.18,1.35,,No,,Self-Employed,14028826,0,1873725,24,Urban,63
CUST_07736,0.67,0.92,Home,No,616.4119363,Self-Employed,4342560,2,2532662,12,,
CUST_07737,0.92,1.39,,No,835.5165822,Unemployed,3832608,1,748079,24,Rural,31
CUST_07738,0.29,0.96,Personal,No,725.9935509,Student,4314091,0,1667885,48,Rural,42
CUST_07739,,0.73,Auto,No,710.5004154,Student,2604540,2,434007,36,Rural,42
CUST_07740,0.17,0.68,Education,No,730.7581992,Retired,5808755,1,1616342,60,Urban,55
CUST_07741,0.64,0.88,Auto,No,735.470549,Retired,4227771,2,1313475,24,Rural,38
CUST_07742,0.25,0.14,Personal,No,692.9723257,Self-Employed,1949587,9,1119089,24,Suburban,35
CUST_07743,0.76,1.37,,No,668.4379432,Employed,3338841,10,1167976,24,,
CUST_07744,0.37,1.71,Business,No,729.9725343,Employed,5757129,3,1199682,36,Suburban,24
CUST_07745,0.52,0.77,Education,No,719.285542,Self-Employed,4387878,3,1382946,12,Urban,63
CUST_07746,,0.19,Personal,No,,Student,3582944,3,,,Rural,34
CUST_07747,,1.97,Home,Yes,770.9517806,,,30,514517,36,Suburban,46
CUST_07748,0.77,0.6,Education,No,,Unemployed,4193160,1,508126,48,Suburban,55
CUST_07749,0.37,0.34,Business,No,736.4909681,Employed,4702531,2,823111,36,Suburban,59
CUST_07750,0.7,0.8,Education,No,769.5960444,Retired,4962902,2,,,Suburban,37
CUST_07751,0.24,1.5,Home,Yes,701.0944411,Employed,3548665,2,884282,12,Rural,36
CUST_07752,0.72,,Education,Yes,715.8476003,Student,3847797,1,881626,60,Rural,53
CUST_07753,0.22,1.19,Business,Yes,740.5013619,Student,3650672,0,1435485,36,,
CUST_07754,0.48,0.89,Personal,No,663.7569458,Self-Employed,3687358,2,1051029,60,Rural,38
CUST_07755,0.32,0.32,Business,No,702.7025831,Self-Employed,3783140,4,,,Urban,42
CUST_07756,0.77,0.73,Personal,No,706.2774293,Employed,4203535,1,1984945,12,Rural,50
CUST_07757,0.34,1.48,,Yes,652.1970724,Employed,3808289,2,1314388,48,Rural,48
CUST_07758,0.89,1.26,Auto,No,815.8818394,,,1,1263592,60,Rural,40
CUST_07759,0.9,0.33,,Yes,,Self-Employed,4174485,2,301788,12,Urban,47
CUST_07760,0.28,0.41,Education,No,,Student,3685283,2,757375,12,Rural,14
CUST_07761,0.65,1.32,Home,No,765.7113288,Retired,2167711,0,901214,36,Rural,42
CUST_07762,0.18,1.65,Auto,No,735.6633125,Retired,3440599,2,870670,36,Rural,27
CUST_07763,0.45,9.600333915,Home,Yes,648.7017591,Unemployed,4111156,4,1714697,24,,
CUST_07764,0.74,1.23,Education,No,730.3644508,Student,5757212,2,2522536,36,,
CUST_07765,,0.42,Home,No,773.3925222,Retired,4477933,0,993178,36,Suburban,27
CUST_07766,0.66,0.69,Personal,Yes,698.4868471,Unemployed,2680900,,1916968,36,Rural,26
CUST_07767,0.35,0.14,Auto,Yes,829.941145,Self-Employed,4687010,4,,,Rural,38
CUST_07768,0.44,1.56,Business,No,613.7969095,Student,4001596,3,501735,60,Suburban,72
CUST_07769,0.19,0.86,Personal,No,734.6911727,Self-Employed,5275895,3,1841355,60,,
CUST_07770,0.75,1.65,Business,No,,Unemployed,2744229,0,2108615,60,Urban,71
CUST_07771,0.55,1.45,Home,Yes,744.5671951,Student,6072944,3,1480222,60,Suburban,75
CUST_07772,0.74,1.67,Education,No,689.7822137,Employed,5121515,2,434422,12,Urban,17
CUST_07773,0.32,,Personal,No,685.4779259,Employed,12914966,,621753,24,Urban,24
CUST_07774,0.39,0.45,Auto,Yes,722.2072586,Employed,2642886,2,-318388,24,Suburban,42
CUST_07775,0.4,1.95,Business,No,740.7877243,,,,,,Rural,49
CUST_07776,0.12,1.46,Personal,No,730.1236718,,,5,1070700,60,Suburban,35
CUST_07777,0.41,1.68,Education,No,,Retired,5564984,1,1024552,24,Urban,33
CUST_07778,0.82,0.12,Auto,No,649.0565021,Retired,5861792,0,705417,24,Rural,29
CUST_07779,,0.77,Auto,No,688.611451,Unemployed,6640747,1,1467357,48,Urban,38
CUST_07780,,1.51,Business,No,652.9992034,Employed,5497671,5,,,Suburban,28
CUST_07781,0.51,0.25,Personal,No,680.6943612,Student,5072296,1,812404,36,Urban,27
CUST_07782,0.13,1.18,Personal,No,750.7610446,Retired,7538641,4,1090205,12,Suburban,72
CUST_07783,0.89,0.92,Auto,No,705.399196,Unemployed,3885894,2,,,,
CUST_07784,0.11,0.13,Home,No,,,,,1458227,48,Rural,28
CUST_07785,0.95,0.55,Auto,No,709.6703184,Student,2646123,2,1129879,12,Urban,36
CUST_07786,0.54,0.64,Education,No,702.984594,Student,5342461,3,1267078,12,Rural,45
CUST_07787,0.41,0.31,,No,705.309146,Employed,4311684,1,732475,24,Rural,37
CUST_07788,0.93,,Business,Yes,668.1095654,,,1,878887,24,Urban,55
CUST_07789,0.12,0.56,Personal,Yes,697.1081694,Student,3818747,0,1792551,36,Suburban,39
CUST_07790,0.62,0.63,Auto,Yes,756.3894014,Self-Employed,3575225,4,,,,
CUST_07791,0.59,1.81,Education,No,,Student,4354678,0,1874804,48,Suburban,49
CUST_07792,0.3,0.99,,Yes,660.3270135,Student,2769959,2,,,,
CUST_07793,0.49,0.85,Personal,No,653.745769,,,4,307017,36,Urban,62
CUST_07794,0.69,1.48,Auto,No,677.4899054,Student,3186619,1,2162067,48,Suburban,31
CUST_07795,,1.83,Auto,No,703.6931717,Unemployed,3792934,10,1069040,24,Urban,41
CUST_07796,0.1,0.15,Auto,No,759.6793268,Student,3987320,1,2067779,36,,
CUST_07797,0.94,0.95,Education,No,632.9755679,Self-Employed,2014161,0,1491510,60,Suburban,46
CUST_07798,0.25,1.26,Auto,No,684.0086861,Student,3923659,2,,,Rural,45
CUST_07799,,0.71,Auto,Yes,707.215501,Employed,3517623,1,749490,36,Suburban,43
CUST_07800,0.34,,Auto,No,,Retired,5539503,2,1020817,24,Rural,13
CUST_07801,0.13,1.95,Personal,Yes,658.3200859,Self-Employed,3444500,1,3945571,12,Suburban,30
CUST_07802,0.21,1.89,Auto,No,666.005573,Unemployed,5814980,5,1112615,36,,
CUST_07803,0.99,0.61,Education,Yes,660.2014813,Student,6733624,0,1989676,48,Rural,15
CUST_07804,0.38,0.53,Personal,No,709.5944773,Student,6017666,1,639515,36,Urban,55
CUST_07805,0.2,1.92,Auto,No,691.9720195,Unemployed,3342742,0,1454409,48,Rural,37
CUST_07806,0.2,0.97,Home,No,672.2356949,Student,5211736,2,2010509,48,Urban,44
CUST_07807,0.75,0.5,Education,No,721.3981313,Employed,3364156,0,1230558,36,Suburban,47
CUST_07808,0.87,1.44,Home,No,,Self-Employed,3537211,6,1252055,48,Urban,42
CUST_07809,0.33,0.64,Education,No,781.9628258,Student,3620792,3,976744,36,Rural,47
CUST_07810,0.12,0.61,Home,No,603.8614114,Unemployed,4734486,1,532943,36,Urban,47
CUST_07811,0.3,1.77,Auto,No,728.8536092,Unemployed,10430859,1,1011604,60,Suburban,38
CUST_07812,0.15,0.41,Home,Yes,691.0988355,Self-Employed,4613140,1,1716108,60,Urban,46
CUST_07813,0.19,0.22,Home,No,707.7577671,Employed,6136771,3,1692453,60,Urban,49
CUST_07814,0.49,0.61,Education,No,680.0858483,Self-Employed,3193259,2,1657759,12,Urban,42
CUST_07815,0.31,1.25,Auto,No,705.8794315,Student,2562791,10,1306503,24,Rural,54
CUST_07816,0.56,0.33,Education,No,707.5703698,Employed,3768034,1,1257201,48,Urban,39
CUST_07817,0.33,1,Auto,No,671.0524121,Employed,6342860,5,513023,12,Urban,50
CUST_07818,0.95,1.29,Business,No,655.1816226,,,,1648463,48,Urban,27
CUST_07819,0.92,1.71,Personal,No,,,,4,938066,36,Suburban,49
CUST_07820,0.61,0.54,Personal,No,711.7129632,Student,3263394,1,1312479,24,Rural,47
CUST_07821,0.42,1.65,Education,No,,Student,4967965,5,1525789,36,Urban,32
CUST_07822,0.44,0.55,Auto,No,742.6674489,Student,4686512,,1348750,12,Rural,57
CUST_07823,0.47,1.39,Home,No,675.2904988,Retired,5340386,6,1962950,12,,
CUST_07824,,0.92,Personal,No,714.1922284,Employed,9380162,0,2072925,48,Urban,29
CUST_07825,0.51,0.32,Education,No,748.1251296,Employed,4460669,20,2308147,36,Urban,127
CUST_07826,0.87,1.46,Education,Yes,758.2797448,Student,17041477,2,1775453,60,Urban,35
CUST_07827,4.967738291,0.51,Education,No,,Unemployed,5970107,2,1442789,60,Rural,48
CUST_07828,0.4,0.44,Auto,No,688.9534138,Employed,3022694,2,1150131,24,Rural,36
CUST_07829,0.6,0.78,,No,709.5562117,Retired,4458760,3,1742087,12,,
CUST_07830,0.19,1.34,Business,No,642.5146264,Employed,4208930,5,1776449,60,Suburban,44
CUST_07831,0.28,0.54,Home,No,690.3195244,Self-Employed,3523184,1,1792136,48,Urban,25
CUST_07832,0.47,0.45,Education,No,737.2293199,Retired,3649344,2,1569032,24,Urban,49
CUST_07833,0.29,0.12,Auto,No,732.0973565,Unemployed,5270915,4,1174865,60,Suburban,31
CUST_07834,0.89,1,Home,No,686.4866198,Retired,3611330,2,1476985,36,Suburban,33
CUST_07835,0.24,0.91,Home,No,1066.328865,Retired,4411533,,,,Rural,50
CUST_07836,0.51,0.54,Personal,No,658.767483,Employed,5170983,3,684501,48,Rural,38
CUST_07837,0.65,0.2,Education,No,,Retired,6746821,,1296792,60,Urban,50
CUST_07838,0.72,,Education,No,696.1089282,Student,4937670,4,203516,24,Urban,38
CUST_07839,0.44,1.6,Auto,No,686.2024274,Retired,5462396,3,854734,60,Urban,27
CUST_07840,0.88,1.46,Business,No,681.9138082,Employed,4892352,1,1551602,12,Rural,38
CUST_07841,0.61,1.74,Business,No,696.8553067,Student,4309028,3,496340,48,Rural,32
CUST_07842,0.5,0.12,Personal,No,677.6061178,Unemployed,4286784,3,1976811,12,Rural,35
CUST_07843,0.16,1.94,Business,Yes,732.9071518,Self-Employed,4420248,4,1878290,36,,
CUST_07844,,0.75,Auto,No,680.2358226,Retired,1901281,,900799,12,Urban,36
CUST_07845,0.84,1.98,Personal,No,779.6482048,Student,4157885,2,1024303,36,Suburban,34
CUST_07846,0.65,0.58,Education,Yes,773.2605252,Student,5110642,3,1383444,12,,
CUST_07847,0.85,1,Business,No,655.4228255,Unemployed,3647435,0,,,Suburban,36
CUST_07848,,0.77,Auto,No,703.4852135,Unemployed,6373736,1,4008651,24,Urban,43
CUST_07849,0.21,0.78,Auto,Yes,667.4671689,Self-Employed,4720874,3,2074502,24,Suburban,74
CUST_07850,0.11,1.7,Education,No,683.6676218,Self-Employed,4401656,4,774722,36,Urban,47
CUST_07851,0.37,1.52,Auto,No,800.1213734,Employed,5605654,4,581249,60,Rural,34
CUST_07852,0.73,,Personal,Yes,684.6214291,,,3,400226,36,Suburban,31
CUST_07853,0.81,1.27,Personal,No,718.0113019,Self-Employed,5975336,2,430023,24,Urban,40
CUST_07854,0.37,0.98,Home,No,727.0660647,,,4,1561562,48,Suburban,50
CUST_07855,2.812539785,0.27,Education,No,649.9685314,Retired,6389340,0,2272955,24,,
CUST_07856,0.48,1.99,Auto,No,,Retired,5133799,30,1118342,12,Rural,47
CUST_07857,0.47,1.15,Business,No,639.6988814,Self-Employed,3274018,2,,,Suburban,53
CUST_07858,0.31,1.43,Personal,Yes,655.7014633,Employed,4268275,0,1071862,12,Urban,45
CUST_07859,,0.87,Education,Yes,557.4984945,,,4,883701,24,,
CUST_07860,0.28,1.14,Education,No,727.22912,Retired,4887953,3,1483957,60,,
CUST_07861,0.15,1.89,Personal,No,802.7096921,,,0,1028121,12,Urban,30
CUST_07862,0.28,0.42,Home,No,707.391037,Student,3886641,2,1806578,48,Rural,58
CUST_07863,0.11,,Education,No,943.7798355,Self-Employed,3223554,3,917316,24,Suburban,36
CUST_07864,0.66,0.39,Auto,No,667.8611809,Student,5709570,2,1923774,36,Rural,48
CUST_07865,0.38,1.61,Business,No,677.0561577,Self-Employed,4002675,2,1479807,36,Urban,41
CUST_07866,0.98,0.22,Business,No,649.1207611,Self-Employed,3341414,1,1815044,36,Rural,37
CUST_07867,0.27,,Personal,No,743.0091319,Retired,3482016,1,1356386,36,Suburban,43
CUST_07868,0.41,0.67,Education,No,740.5130022,Student,1316463,2,,,Suburban,44
CUST_07869,0.42,1.08,Business,No,642.2274103,Student,5444136,1,997992,12,Rural,53
CUST_07870,0.11,0.87,Education,Yes,736.2540522,Unemployed,4269437,4,1962535,24,Urban,59
CUST_07871,0.86,0.19,Personal,Yes,776.3406332,Unemployed,9105847,4,3276840,48,,
CUST_07872,0.13,1.92,Home,No,795.1279103,Student,6291981,2,830332,48,Suburban,23
CUST_07873,0.95,1.91,Business,No,843.2606012,Unemployed,4622934,10,1901530,36,Suburban,41
CUST_07874,0.9,0.63,Auto,No,982.3505513,Unemployed,1774374,2,737289,24,Rural,35
CUST_07875,0.58,1.49,Personal,No,841.2110213,Self-Employed,5463641,0,975167,36,Urban,34
CUST_07876,0.59,1.2,Home,Yes,682.2896806,Retired,3306637,0,1032022,48,Urban,46
CUST_07877,0.69,0.55,Auto,No,,Self-Employed,5306356,1,,,Urban,37
CUST_07878,0.45,0.6,Auto,No,716.3536187,Unemployed,5193891,3,565479,24,Urban,47
CUST_07879,,1.03,Business,No,,Self-Employed,4735980,4,1747731,36,Rural,31
CUST_07880,0.14,0.9,Education,No,719.952207,Self-Employed,3006592,,,,Urban,30
CUST_07881,0.15,0.65,Personal,Yes,633.9961406,Employed,3030413,0,1829154,12,Urban,38
CUST_07882,0.51,1.63,Auto,No,688.0623699,,,2,1077838,24,Suburban,45
CUST_07883,0.59,,Business,No,,,,,1426521,60,Urban,47
CUST_07884,0.9,1.34,Home,No,697.1469354,Retired,6083070,2,1058333,60,Rural,43
CUST_07885,0.19,0.46,Auto,No,707.0797893,Student,4438674,3,1827162,60,Rural,41
CUST_07886,0.84,1.11,,No,723.7629302,Employed,3313941,0,1006790,36,Rural,54
CUST_07887,0.29,0.7,Personal,Yes,758.5330815,,,2,1896550,36,Rural,35
CUST_07888,0.45,1.1,Business,No,617.2387644,Employed,2186137,2,740526,24,Rural,66
CUST_07889,0.38,7.03102508,Home,No,729.2262026,Employed,13202561,,1436730,24,Urban,30
CUST_07890,0.46,1.56,Education,Yes,686.593043,Retired,5257469,2,920387,24,Rural,51
CUST_07891,0.24,0.77,Home,No,708.3318948,Student,3283895,2,706994,60,Suburban,44
CUST_07892,0.55,1.42,Home,Yes,752.9975085,Retired,4026662,0,1557578,48,Urban,60
CUST_07893,0.82,1.89,Business,Yes,640.2906674,Employed,3725372,3,331668,12,Suburban,24
CUST_07894,0.5,1.29,Business,Yes,649.3677779,Student,3165039,1,1230309,12,Suburban,37
CUST_07895,0.54,0.38,Auto,No,603.228502,Retired,4660201,2,1187149,60,Rural,24
CUST_07896,0.86,1.39,,Yes,672.5420529,Student,5624495,1,761442,48,Rural,51
CUST_07897,0.74,0.3,Home,No,766.5216172,Retired,7059648,2,1255043,36,Suburban,42
CUST_07898,0.54,1.76,Business,No,693.9706406,Student,5513607,1,-121927,60,Rural,50
CUST_07899,0.33,1.08,Education,No,632.9937552,Retired,4229680,,825103,12,,
CUST_07900,0.9,,Business,Yes,675.7160628,Employed,5952760,,1728973,48,Urban,48
CUST_07901,0.62,0.21,Education,No,625.6069148,Employed,3159229,3,1880531,36,Urban,31
CUST_07902,0.3,0.82,Business,No,643.7406949,Employed,3897348,1,129314,24,Urban,49
CUST_07903,0.34,1.82,Personal,No,719.4409455,Retired,5750987,,1136021,12,Urban,47
CUST_07904,0.82,0.14,Home,No,641.3063337,,,2,1902111,48,Rural,77
CUST_07905,0.14,1,Education,Yes,755.6317153,Student,4636961,1,505055,12,Urban,34
CUST_07906,0.99,1.87,Personal,No,696.4439855,Unemployed,3692089,4,2270299,60,Suburban,25
CUST_07907,0.22,0.85,Education,No,704.2797352,Self-Employed,4296495,1,1116516,60,Urban,48
CUST_07908,0.82,0.91,Auto,Yes,686.0813516,Employed,4478763,1,1268572,36,Urban,27
CUST_07909,0.46,1.2,Auto,No,738.6423919,Employed,5151810,0,2002790,60,Urban,70
CUST_07910,0.54,0.98,Home,No,739.1579944,Employed,4771338,3,879219,24,Rural,54
CUST_07911,0.89,0.42,Personal,No,716.7527176,Unemployed,5455175,4,1240352,48,Rural,30
CUST_07912,0.47,0.14,Personal,No,728.2394553,Unemployed,5053206,3,1444366,60,Urban,45
CUST_07913,0.58,1.26,Auto,No,689.3955165,,,2,1412909,12,Rural,26
CUST_07914,0.14,1.85,Home,No,727.1101503,Employed,3806463,2,4352437,36,Suburban,38
CUST_07915,0.1,0.3,,No,683.1061112,Student,3426323,0,826597,48,Urban,69
CUST_07916,0.32,0.5,Personal,No,700.1115811,Employed,1169138,0,905281,36,Suburban,37
CUST_07917,0.71,0.8,Education,No,686.2678125,Unemployed,4421742,30,,,Urban,49
CUST_07918,0.21,1.64,Personal,No,677.139073,Unemployed,3141882,3,615362,24,Rural,33
CUST_07919,0.2,0.61,Home,No,665.5444101,Self-Employed,3474214,1,843861,12,Rural,31
CUST_07920,0.47,5.113787359,Personal,No,723.3845052,Retired,4190836,3,1500474,24,Urban,43
CUST_07921,0.68,0.2,Business,No,765.5302956,Self-Employed,3916272,0,347936,60,Rural,15
CUST_07922,0.74,1.89,Personal,Yes,758.5550986,Self-Employed,5246762,2,981890,60,Rural,21
CUST_07923,0.26,1.17,Business,Yes,637.1717332,Employed,4357583,2,920304,48,Suburban,42
CUST_07924,0.17,1.35,Auto,No,764.4601526,Retired,6590366,2,1169719,12,Rural,32
CUST_07925,0.95,0.8,Business,No,684.0920749,Retired,7296613,4,849754,60,Suburban,24
CUST_07926,0.33,1.59,Personal,No,730.0366508,Employed,4183864,,1140835,60,Rural,47
CUST_07927,0.87,0.42,Personal,No,654.6892334,Student,3510485,2,754553,24,Urban,44
CUST_07928,0.88,0.19,Personal,No,,,,1,1031939,24,Rural,52
CUST_07929,0.8,0.85,Home,Yes,715.6861591,Student,6840611,3,819210,24,Rural,37
CUST_07930,0.25,1.72,Auto,No,625.7697604,,,1,1499312,12,Urban,37
CUST_07931,0.84,1.53,Business,No,730.4133583,Retired,3892368,5,1935394,12,,
CUST_07932,0.79,1.08,Education,Yes,767.2967504,Employed,3693915,4,2151111,24,Suburban,49
CUST_07933,0.64,1.19,Business,Yes,691.2676027,Employed,4158300,0,332498,36,Suburban,46
CUST_07934,0.4,,Personal,No,768.0084065,Retired,3971218,1,1575340,24,Urban,58
CUST_07935,0.34,1.7,Education,No,,Self-Employed,5594366,1,1187647,12,Urban,42
CUST_07936,,1.6,Education,No,742.4792266,Employed,1146479,1,1316546,12,,
CUST_07937,0.56,1.35,Business,No,589.0715017,,,,2046780,36,Suburban,48
CUST_07938,0.63,0.99,Business,No,820.938889,Unemployed,5458910,2,775801,12,Urban,36
CUST_07939,0.42,1.93,Business,No,774.7729123,Employed,3705452,3,1552183,36,Suburban,31
CUST_07940,0.53,1.77,Business,No,,Student,5297475,1,457330,60,Urban,39
CUST_07941,0.43,1.32,Auto,No,601.3955487,Retired,4676469,2,1486530,36,Suburban,60
CUST_07942,0.68,0.81,Home,No,714.4014184,Student,3671339,0,,,Urban,18
CUST_07943,0.91,1.27,Home,No,941.705584,Unemployed,2308811,2,1866504,12,Rural,24
CUST_07944,0.25,1.19,Business,No,722.2426769,Unemployed,5071134,1,862370,48,Urban,57
CUST_07945,0.44,0.85,Home,No,720.578286,Retired,4961325,,1101659,60,Suburban,46
CUST_07946,0.23,0.68,Business,No,652.9298415,Unemployed,3642953,2,,,Suburban,34
CUST_07947,0.66,0.87,Business,Yes,756.0483512,Self-Employed,5511034,2,884448,48,Urban,54
CUST_07948,0.76,1.19,Business,Yes,740.2787351,Unemployed,3961092,2,-39508,60,Rural,29
CUST_07949,,0.91,Auto,Yes,748.7911669,Student,5852911,4,613038,12,,
CUST_07950,0.35,0.6,Personal,Yes,700.4428852,Student,4942235,,,,,
CUST_07951,0.96,1.55,Home,No,629.2237967,Self-Employed,6407600,4,1444698,12,,
CUST_07952,0.16,1.11,Home,No,748.8936136,Student,5016935,,946449,36,Suburban,53
CUST_07953,0.64,0.23,Auto,Yes,,Student,4599860,2,1453994,48,Rural,37
CUST_07954,0.15,0.8,Auto,No,,Student,2218673,1,1791555,48,Urban,51
CUST_07955,0.9,1.78,Business,No,767.6019683,Employed,4631815,2,1966353,48,Urban,31
CUST_07956,0.58,1.53,Business,Yes,804.970376,Self-Employed,4267196,4,796883,24,Suburban,36
CUST_07957,0.7,0.71,Personal,No,697.9375936,Self-Employed,6575841,2,1899621,36,Suburban,32
CUST_07958,0.85,1.88,Home,No,807.9560577,Unemployed,4830766,2,208164,60,Urban,43
